N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Predicted_Yield
2,2,1,1,2,0,0,3,3,1,0,1,0,3,2,2,3,2,3,24.92750000000001
2,3,1,1,4,0,3,4,3,1,4,4,5,4,5,4,5,4,4,75.71182608695652
0,3,0,1,1,3,2,2,4,2,4,1,0,3,2,4,3,1,3,75.35153005464484
0,2,4,3,3,3,4,2,3,3,4,4,5,1,5,0,5,1,4,6.877452229299362
0,1,2,2,1,3,3,0,4,2,1,4,0,1,2,4,5,3,1,74.78376146788992
3,4,2,3,0,0,2,1,4,1,4,2,2,3,2,3,5,1,4,7.288068965517241
1,1,0,0,0,0,1,4,1,3,4,4,5,4,2,5,5,3,0,8.94265306122449
2,1,4,0,1,5,1,1,0,3,0,4,5,1,5,2,5,3,1,26.050513833992078
2,4,2,4,3,1,1,4,1,2,2,1,5,3,0,2,5,4,2,24.92750000000001
3,3,2,4,1,1,2,3,4,1,0,3,3,4,0,0,0,1,1,6.5166134185303495
4,3,2,3,3,3,0,4,0,1,2,3,1,2,5,2,1,4,0,24.92750000000001
3,2,3,1,1,3,4,2,2,2,4,2,1,0,2,0,5,3,3,8.074245283018866
4,4,4,4,1,1,4,3,0,0,3,3,0,0,0,1,3,2,1,9.537285067873302
2,4,3,1,4,3,3,4,4,0,0,2,1,1,0,0,1,1,3,6.5166134185303495
2,4,1,3,2,0,0,2,3,3,0,1,0,1,5,5,5,1,3,8.938058252427181
2,2,4,0,3,1,0,1,2,4,0,1,5,3,2,3,3,2,0,9.612916666666669
1,3,3,3,0,0,3,3,3,0,4,0,1,2,5,4,5,1,0,72.96228571428571
1,3,4,3,0,1,3,4,0,0,4,0,0,2,2,3,5,3,4,8.945600000000002
4,1,3,4,2,1,0,0,4,0,2,0,5,4,2,3,5,2,3,8.382038834951457
3,4,4,3,4,3,1,4,1,1,1,3,3,1,0,5,0,1,1,7.0563636363636375
2,1,0,4,1,0,0,2,0,3,1,0,2,4,5,1,5,3,3,11.034971098265904
1,1,4,2,3,0,1,3,0,4,2,1,1,3,0,2,5,2,3,25.472265193370177
1,3,4,3,4,5,2,0,0,4,1,2,5,0,5,0,0,2,3,8.171690821256044
4,0,2,1,4,0,0,1,3,3,3,1,2,2,2,1,3,3,4,12.080891089108912
0,1,3,0,4,0,1,4,3,2,2,3,2,4,0,1,0,1,2,10.23457831325301
0,1,1,3,3,3,2,1,0,2,0,0,0,4,0,1,3,1,1,10.23457831325301
4,0,4,4,0,5,2,2,3,3,0,4,3,0,2,4,3,1,1,73.78021739130435
2,4,2,0,4,0,4,1,2,1,0,4,0,4,5,3,5,3,2,9.811140939597317
3,1,2,0,4,3,0,2,4,2,1,2,3,2,2,3,5,4,1,10.942600732600736
3,2,0,0,2,1,1,0,3,2,1,0,2,1,2,1,5,2,0,10.23457831325301
4,0,1,4,0,0,4,2,2,3,1,0,2,4,0,1,5,0,3,9.285496183206106
3,0,4,1,2,3,3,1,1,1,0,0,1,0,2,0,0,3,4,8.074245283018866
2,4,0,1,1,1,2,4,2,4,4,0,2,3,5,4,0,4,4,77.22950000000002
3,4,1,0,2,0,3,1,1,1,4,3,0,4,2,0,0,1,1,6.5166134185303495
3,1,4,1,3,0,2,3,3,2,2,4,0,3,2,4,1,1,0,73.78021739130435
0,1,4,3,3,3,4,3,2,1,2,3,2,1,5,2,5,3,2,24.92750000000001
4,2,4,4,3,1,2,4,1,0,2,3,2,1,2,1,1,1,1,8.675300546448087
1,3,3,1,2,1,3,4,0,0,1,4,3,2,2,4,1,3,2,75.71182608695652
0,2,2,1,2,1,3,4,4,4,3,0,2,4,2,3,3,1,2,9.612916666666669
0,3,3,4,4,1,3,2,0,1,0,0,2,0,5,5,5,3,4,8.919565217391302
3,2,0,4,3,0,3,4,2,0,2,4,0,1,5,3,0,3,3,9.811140939597317
2,3,3,1,3,1,0,0,4,2,2,2,0,0,2,1,3,4,0,11.034971098265904
4,0,1,0,3,3,3,0,3,0,0,1,0,2,2,3,1,4,0,9.811140939597317
1,4,0,4,3,3,3,2,2,3,2,1,1,0,5,4,5,0,4,73.78021739130435
3,4,3,3,4,0,0,4,3,0,2,3,3,2,5,4,3,3,1,75.71182608695652
1,0,4,4,1,3,4,1,1,2,0,3,3,3,2,1,3,2,4,11.034971098265904
0,1,4,1,2,5,4,4,1,3,1,3,2,2,5,0,3,3,1,8.849047619047626
0,3,4,3,1,0,0,0,0,0,1,3,2,1,2,4,5,4,4,74.78376146788992
2,3,5,3,3,5,2,3,0,0,0,3,5,2,0,2,0,2,0,24.92750000000001
4,3,2,4,4,1,0,4,1,3,0,3,0,3,5,3,0,1,0,9.612916666666669
4,3,3,4,1,5,1,4,4,2,0,0,3,0,0,1,0,3,4,9.537285067873302
1,4,2,0,0,0,3,3,3,0,2,3,5,4,2,2,3,0,4,22.637553191489346
0,4,4,3,2,1,1,2,0,4,4,0,1,1,5,2,3,0,2,24.509677419354837
0,2,3,1,4,3,1,0,2,3,3,2,1,0,5,3,0,4,0,10.942600732600736
2,1,4,4,1,0,3,0,0,0,4,1,0,1,0,5,5,0,3,6.176052631578948
0,1,1,3,2,1,2,4,4,1,4,3,3,0,5,2,1,3,0,24.92750000000001
1,0,1,4,1,0,2,1,2,2,2,1,5,0,0,1,1,3,3,11.034971098265904
2,4,0,1,4,1,1,0,1,0,1,4,2,0,5,3,1,2,3,9.811140939597317
2,1,4,0,2,0,3,2,3,2,4,0,0,4,2,0,0,3,2,8.074245283018866
1,2,1,0,2,0,2,1,4,1,2,2,0,0,0,2,0,2,3,24.92750000000001
4,2,0,1,0,0,4,1,2,4,0,2,0,1,5,0,5,4,3,8.849047619047626
1,2,4,1,3,0,2,1,3,1,1,0,2,3,0,3,1,0,2,7.288068965517241
4,3,1,4,1,5,2,1,1,1,1,0,0,4,0,4,1,1,0,73.27591304347824
3,0,4,2,2,1,3,4,3,0,1,1,5,1,2,4,1,2,0,74.18192660550459
1,1,4,2,2,1,2,1,4,0,0,0,2,1,0,3,1,2,4,8.945600000000002
1,1,3,4,2,0,1,2,3,1,2,0,1,2,5,4,5,0,4,73.27591304347824
0,2,1,4,4,0,0,1,1,4,2,4,1,1,0,2,3,2,1,25.472265193370177
4,1,2,2,1,3,2,3,3,1,4,3,0,0,2,4,3,0,3,73.27591304347824
0,1,0,0,1,1,2,1,4,0,0,0,2,1,0,4,3,3,0,73.69958333333335
2,4,2,1,3,5,1,3,2,0,4,4,5,1,5,1,1,3,2,10.871235955056179
4,2,3,2,3,1,1,4,3,2,3,4,3,4,0,4,1,0,0,73.78021739130435
3,0,2,3,1,1,3,1,1,2,4,1,5,1,2,2,1,2,2,24.509677419354837
0,3,4,3,0,1,2,4,2,1,4,0,2,0,2,4,5,3,3,74.78376146788992
0,1,4,3,3,3,2,0,0,1,2,3,2,1,0,3,1,4,2,9.811140939597317
3,4,4,4,0,5,1,0,4,1,3,2,5,0,5,2,5,0,1,22.637553191489346
3,2,3,4,4,0,3,2,0,3,4,1,2,4,0,1,1,2,3,12.080891089108912
1,0,3,4,3,5,1,2,0,1,2,0,0,2,5,5,3,4,3,9.010185185185188
4,1,2,4,4,0,3,2,2,2,1,0,0,4,5,1,5,1,4,10.23457831325301
0,0,2,0,4,0,2,0,2,4,2,3,0,2,0,4,3,2,2,75.35153005464484
3,2,1,0,2,5,1,0,4,4,2,3,1,0,0,5,1,1,3,8.938058252427181
4,0,4,2,2,3,0,0,1,3,3,1,2,1,2,3,3,0,4,8.768073394495408
3,0,4,3,2,3,3,4,3,2,2,2,0,1,0,4,0,4,2,74.73657142857142
3,2,2,3,4,0,1,1,3,1,2,4,2,4,2,4,1,3,2,75.71182608695652
0,2,3,1,3,3,0,3,3,4,0,1,3,5,5,3,0,2,3,10.164502617801048
3,0,2,4,1,3,4,3,0,4,1,4,0,3,2,1,5,4,2,11.034971098265904
0,3,3,1,3,3,1,3,2,0,3,1,3,1,2,1,3,0,0,8.675300546448087
1,1,3,4,2,3,3,4,1,1,0,4,3,1,2,0,5,4,4,8.074245283018866
4,0,1,2,0,0,2,1,3,1,1,2,3,2,0,0,3,3,4,6.5166134185303495
0,1,4,0,1,3,4,2,2,2,3,3,1,1,0,4,1,3,4,73.69958333333335
4,0,2,0,1,5,0,1,4,2,3,1,1,4,5,2,1,3,4,26.050513833992078
1,0,0,0,4,5,1,0,0,0,1,0,5,2,5,5,0,4,1,8.919565217391302
3,0,1,0,0,0,2,0,2,0,4,0,1,0,2,5,3,3,3,9.010185185185188
0,2,3,3,1,1,1,3,3,2,1,0,1,1,2,2,0,2,1,26.050513833992078
4,0,0,0,3,3,3,0,1,4,1,1,1,0,0,1,0,4,4,11.034971098265904
2,2,1,4,4,5,3,0,4,3,1,4,3,1,5,3,5,3,0,10.942600732600736
3,1,2,1,1,1,0,2,4,2,3,2,3,5,5,5,1,2,4,8.16909090909091
3,0,4,0,3,5,2,1,4,0,0,1,3,3,5,0,1,0,2,5.338695652173913
0,2,4,4,1,5,4,0,3,0,1,3,3,3,0,0,3,4,1,8.074245283018866
0,5,0,2,1,1,1,0,2,3,3,0,2,2,2,4,0,1,4,75.35153005464484
0,5,0,3,1,3,0,4,1,0,4,0,5,2,0,2,0,4,4,24.029944444444446
3,5,0,1,3,0,3,4,0,2,2,2,3,1,5,5,1,3,3,10.302058823529412
1,3,1,0,3,0,4,2,4,2,1,2,5,1,2,5,0,0,2,8.16909090909091
4,2,0,1,1,0,3,4,1,0,1,1,1,4,2,1,5,1,1,8.675300546448087
0,0,4,2,0,3,4,4,4,2,0,0,5,1,5,0,1,4,0,7.221184210526316
2,4,3,0,0,3,5,2,0,4,4,3,1,2,2,3,0,2,4,10.164502617801048
0,1,3,2,4,5,2,3,1,1,0,4,3,3,5,1,3,1,2,8.675300546448087
4,1,3,4,3,0,4,4,2,4,2,3,1,0,5,0,5,0,4,6.877452229299362
3,4,2,1,3,0,1,2,1,1,3,1,3,0,0,2,5,2,2,24.92750000000001
0,4,4,4,2,5,3,2,0,2,4,3,3,2,2,0,5,3,2,8.074245283018866
4,2,3,0,2,5,4,0,0,3,0,1,5,3,5,3,1,1,2,8.768073394495408
4,2,3,4,1,1,2,2,4,3,0,3,0,3,5,3,3,3,4,10.164502617801048
4,1,0,4,0,1,3,4,4,1,3,3,3,0,2,5,0,4,1,9.010185185185188
0,1,0,1,0,3,4,3,1,0,0,1,0,4,5,4,0,1,0,71.00833333333334
3,2,0,4,4,0,1,3,0,3,2,0,3,4,0,3,5,0,2,8.768073394495408
4,2,1,2,4,5,1,0,2,1,1,2,3,1,0,5,5,0,1,8.16909090909091
1,3,2,0,3,0,3,4,1,2,0,3,5,4,0,4,0,1,1,75.35153005464484
4,3,3,2,1,3,1,2,0,0,2,1,2,4,5,3,5,0,4,7.288068965517241
4,1,0,4,1,0,2,2,3,1,0,2,3,4,0,0,3,2,4,6.5166134185303495
3,4,0,4,1,5,0,1,1,3,3,2,2,0,0,3,1,1,0,8.768073394495408
3,4,0,1,2,5,2,1,4,0,3,3,1,2,2,2,3,1,4,24.92750000000001
4,1,1,2,2,5,3,2,3,2,1,0,0,0,5,5,1,1,1,8.16909090909091
2,2,3,0,4,3,0,2,4,2,3,0,1,3,0,2,1,1,0,25.472265193370177
0,4,1,2,3,5,1,1,3,1,3,1,3,1,0,4,5,3,1,75.71182608695652
0,2,3,2,0,1,2,4,2,4,1,2,5,1,5,0,5,1,4,6.877452229299362
1,2,3,1,1,5,3,0,2,4,0,0,1,1,5,0,1,4,4,8.849047619047626
1,2,0,2,0,0,0,0,0,2,4,1,2,0,5,4,1,1,1,75.35153005464484
1,2,4,4,1,5,1,0,3,0,1,2,1,1,0,0,0,4,3,8.074245283018866
2,1,1,2,4,5,0,2,1,2,0,3,3,1,2,2,5,0,1,25.472265193370177
1,4,2,4,3,0,2,2,0,4,1,0,2,3,2,0,1,0,0,6.877452229299362
2,3,4,1,0,3,2,2,0,1,4,2,5,3,5,5,1,1,4,7.74842519685039
0,3,0,4,1,3,3,2,0,1,2,1,0,1,0,5,1,1,4,8.16909090909091
4,1,0,0,2,3,0,1,2,4,3,2,2,1,0,2,0,4,4,26.050513833992078
5,2,0,2,3,3,3,0,4,3,1,3,1,2,2,1,1,3,4,11.034971098265904
0,2,1,3,2,5,4,1,0,2,2,0,5,4,5,0,1,0,4,6.5166134185303495
2,0,1,4,0,5,1,4,2,2,3,2,2,0,5,3,3,4,2,10.942600732600736
3,1,1,0,2,1,1,4,1,2,1,4,5,0,5,1,5,1,3,10.23457831325301
4,1,4,2,0,3,0,4,2,0,3,2,1,2,0,4,0,4,2,74.78376146788992
3,1,1,3,2,0,2,0,0,2,2,4,1,4,0,1,0,4,0,11.034971098265904
0,4,2,1,1,0,3,0,2,2,1,4,5,2,5,4,5,1,0,74.61652631578949
3,2,1,3,0,0,0,0,2,4,2,3,1,2,0,4,1,2,1,75.35153005464484
1,0,1,1,1,0,3,4,4,1,3,2,2,1,2,5,0,4,1,9.010185185185188
4,2,0,1,0,1,1,4,0,1,3,3,5,3,2,5,1,1,2,6.176052631578948
0,2,0,0,1,1,3,2,4,3,4,3,0,3,5,5,0,2,1,8.938058252427181
2,2,0,0,4,1,1,3,3,1,2,3,3,0,0,5,1,0,2,8.16909090909091
1,4,2,4,1,3,3,1,4,0,2,0,3,0,5,1,0,2,2,9.537285067873302
4,3,2,2,2,5,2,3,4,4,3,3,5,0,0,0,1,1,1,8.171690821256044
4,2,2,2,2,0,2,3,3,0,1,4,1,3,2,5,3,0,2,7.0563636363636375
0,3,0,1,0,0,2,4,4,4,2,0,2,3,0,0,0,3,4,8.849047619047626
2,2,3,0,2,1,4,2,1,4,3,1,0,4,2,1,1,1,2,9.285496183206106
4,0,1,2,4,3,2,0,0,3,4,4,2,1,2,1,0,2,4,12.080891089108912
2,0,3,1,0,1,0,2,1,4,4,3,1,0,2,2,0,2,0,24.509677419354837
0,3,2,4,4,0,3,1,4,0,3,0,0,3,2,1,0,2,2,10.871235955056179
1,2,2,4,4,0,2,3,1,0,0,2,3,2,0,1,3,3,3,10.871235955056179
1,4,3,4,4,1,0,0,4,2,3,3,2,0,5,2,1,3,1,26.050513833992078
4,1,2,2,0,0,2,1,1,4,1,0,2,0,0,3,0,3,4,10.942600732600736
0,4,3,3,2,5,0,0,3,0,4,0,3,2,5,4,0,4,3,75.71182608695652
1,0,4,4,3,5,3,4,4,0,0,2,2,2,2,3,5,1,0,8.382038834951457
3,1,0,2,0,1,3,2,3,3,0,2,3,0,2,2,0,3,4,26.050513833992078
1,1,1,3,2,5,2,3,4,1,3,1,5,4,2,3,0,1,0,8.382038834951457
4,0,2,3,4,5,3,0,3,2,1,3,3,1,2,4,5,2,4,75.35153005464484
4,1,1,3,4,1,1,0,1,3,1,0,3,4,0,1,0,4,3,12.080891089108912
1,3,3,3,1,1,2,4,4,4,1,0,5,0,0,5,0,3,3,9.81144578313253
4,2,4,3,1,1,0,2,3,2,0,0,5,0,2,2,5,1,3,24.509677419354837
3,1,0,3,1,5,4,0,2,0,4,3,1,0,0,4,1,3,1,74.78376146788992
2,2,1,4,0,0,0,4,2,3,0,4,1,4,5,2,0,0,4,24.509677419354837
3,2,0,2,2,3,0,4,3,2,0,0,0,2,5,1,1,1,2,9.285496183206106
4,2,1,3,3,0,2,3,3,3,1,2,3,3,5,5,5,0,2,8.938058252427181
3,3,2,0,3,1,1,3,4,0,1,0,0,0,0,2,0,3,4,24.92750000000001
3,0,1,4,4,0,2,0,1,0,0,3,5,3,0,4,1,4,0,74.73657142857142
3,3,2,1,1,3,4,3,4,4,1,2,3,4,0,0,3,4,4,8.849047619047626
1,0,4,2,2,0,0,0,1,2,3,2,3,2,0,2,3,4,3,26.050513833992078
1,3,4,4,3,1,3,4,2,0,4,4,3,1,5,3,5,0,0,7.288068965517241
4,0,1,3,4,3,0,2,1,3,0,2,5,3,5,5,5,4,2,10.302058823529412
3,1,3,1,4,5,3,0,2,3,3,2,2,2,2,2,0,0,4,25.472265193370177
2,4,4,1,2,0,4,0,3,4,4,0,0,1,2,5,5,4,4,11.379772727272728
1,1,3,4,4,5,1,2,2,3,1,2,1,1,5,4,0,3,3,75.74634615384616
4,2,3,0,2,5,0,0,1,4,4,3,1,0,2,2,1,0,2,24.509677419354837
0,2,1,0,4,3,4,4,1,4,0,3,2,4,2,2,0,2,2,25.472265193370177
2,4,0,3,3,5,4,0,2,1,4,0,3,1,5,2,5,3,0,24.92750000000001
2,1,0,3,1,5,0,2,4,2,2,3,1,1,0,4,0,1,0,74.61652631578949
3,1,4,3,4,0,2,3,2,0,4,0,5,2,0,4,3,4,3,74.73657142857142
0,0,1,3,1,3,4,3,2,0,1,3,3,0,5,5,0,2,3,6.999615384615385
2,2,2,4,4,1,3,2,4,4,0,1,5,0,5,0,3,2,0,8.171690821256044
0,2,1,4,3,1,4,0,4,0,2,2,0,4,2,5,3,4,1,9.010185185185188
3,0,3,3,3,3,1,2,0,2,1,0,3,0,5,4,0,3,3,76.54311111111109
5,4,1,1,0,5,0,1,1,4,4,4,5,3,2,2,3,2,0,26.050513833992078
2,4,1,2,0,0,1,0,3,1,4,3,2,0,5,5,1,0,3,6.176052631578948
3,3,4,3,4,5,1,1,3,2,3,1,2,3,2,0,0,2,1,6.5166134185303495
4,1,2,2,1,1,3,3,3,3,2,4,1,0,2,3,1,4,4,10.942600732600736
0,2,4,0,4,0,2,0,0,2,4,4,0,3,2,5,3,3,4,10.302058823529412
0,0,2,2,3,3,1,0,2,1,2,2,3,2,5,0,5,1,0,6.5166134185303495
2,3,3,4,3,5,4,0,3,3,0,1,0,0,2,4,5,4,4,75.74634615384616
2,4,4,2,3,5,3,0,2,2,2,0,0,3,0,4,5,2,1,75.35153005464484
2,2,1,3,0,0,3,4,2,1,2,3,0,2,5,2,5,0,1,22.637553191489346
4,0,4,3,2,5,1,4,3,0,3,1,3,3,5,3,0,2,4,8.945600000000002
3,4,2,1,3,3,1,1,2,4,0,4,0,3,2,2,0,3,2,26.050513833992078
4,4,3,2,4,0,2,2,3,4,3,1,1,4,5,3,3,4,3,10.942600732600736
0,2,1,1,3,3,2,4,1,3,2,0,2,4,2,0,5,3,1,9.72762886597938
4,2,0,2,1,3,1,1,1,4,3,4,3,1,5,4,0,4,3,76.54311111111109
3,3,0,4,4,3,0,3,0,2,4,1,1,4,0,1,0,3,3,12.080891089108912
2,0,1,3,3,3,1,4,4,2,1,3,1,1,0,2,5,0,4,25.472265193370177
0,3,2,1,2,5,2,2,3,4,2,1,5,0,2,3,0,4,0,10.942600732600736
0,1,3,0,3,0,0,4,0,2,3,1,1,4,5,2,1,0,1,25.472265193370177
2,4,0,4,3,5,2,1,0,0,0,2,0,4,2,4,3,1,4,73.27591304347824
3,1,2,1,3,1,0,4,1,3,1,4,2,1,5,2,3,3,3,26.050513833992078
1,1,3,0,3,3,0,4,3,0,0,2,0,0,0,2,0,0,0,23.508602150537637
2,4,2,2,0,3,0,4,2,1,4,2,0,3,0,1,3,2,3,9.537285067873302
4,2,3,3,2,1,3,0,2,4,3,1,1,2,5,4,5,3,0,76.54311111111109
1,2,4,4,1,1,2,3,3,1,1,1,3,2,0,0,0,3,2,8.074245283018866
2,2,3,4,2,3,4,2,3,4,0,3,3,0,0,4,5,0,4,74.69249999999998
1,3,4,0,0,5,1,3,3,4,2,0,2,3,2,5,0,1,2,7.74842519685039
2,3,4,1,1,5,1,0,0,4,0,4,5,0,2,1,1,0,3,9.285496183206106
0,4,1,3,4,3,3,1,4,0,1,3,0,2,5,2,1,0,2,23.508602150537637
0,2,1,4,2,0,2,1,0,1,1,1,3,3,0,1,1,4,4,9.537285067873302
3,3,1,1,3,1,1,3,3,3,1,4,1,2,5,2,5,0,0,25.472265193370177
4,4,3,2,2,5,2,2,1,3,3,1,0,1,2,4,0,2,2,75.35153005464484
3,1,1,2,1,0,2,0,4,3,3,1,0,4,0,4,5,0,1,74.69249999999998
2,1,0,3,2,3,2,1,3,4,3,1,5,1,2,2,3,3,4,26.050513833992078
3,1,3,1,4,3,0,4,0,1,4,2,0,0,5,1,1,4,2,10.871235955056179
4,2,4,4,1,5,1,0,2,4,3,4,5,1,2,4,5,1,1,74.61652631578949
0,1,3,2,2,5,2,1,3,3,3,1,3,3,2,1,1,1,4,9.285496183206106
2,2,3,1,1,3,2,1,0,4,1,3,3,3,2,2,3,2,2,26.050513833992078
3,0,1,1,1,5,0,1,0,0,1,0,0,0,5,1,1,0,4,8.675300546448087
0,1,3,0,4,5,0,0,1,2,2,4,0,1,2,0,1,3,1,8.171690821256044
1,2,3,3,3,5,3,1,4,4,3,1,5,3,0,1,3,2,4,11.034971098265904
0,4,4,3,1,3,3,2,0,0,2,4,1,1,5,4,3,1,3,74.18192660550459
2,3,4,0,0,1,0,3,1,2,3,1,0,3,0,4,3,3,4,73.69958333333335
1,0,1,2,2,0,4,3,4,3,0,2,5,2,2,4,0,2,1,75.35153005464484
4,2,3,3,3,1,2,0,1,0,1,1,2,4,0,4,0,4,3,75.71182608695652
2,4,1,1,0,3,2,3,0,3,0,3,5,4,2,1,1,3,0,11.034971098265904
1,2,0,2,3,0,2,1,3,4,2,3,0,4,2,2,3,2,0,26.050513833992078
0,0,4,1,3,3,1,4,4,0,4,0,0,0,0,1,1,1,0,8.675300546448087
3,1,2,1,0,1,2,1,2,4,2,4,2,1,0,5,3,0,3,6.276666666666666
4,1,3,2,3,3,2,4,4,2,1,4,3,3,0,5,3,1,4,8.16909090909091
2,2,0,0,1,5,3,3,0,0,3,0,3,2,0,3,3,3,0,8.945600000000002
1,2,4,2,0,5,3,2,3,1,3,0,2,4,5,5,3,4,1,9.010185185185188
2,4,0,4,1,1,2,2,0,1,2,0,0,1,0,4,1,4,2,74.78376146788992
0,0,1,0,1,5,0,0,3,1,1,1,5,0,5,3,5,1,2,8.382038834951457
1,0,2,0,4,1,0,3,2,4,4,4,1,2,5,5,1,0,0,8.938058252427181
2,4,1,3,3,3,3,4,1,2,2,0,2,2,5,4,3,4,1,75.71182608695652
2,2,1,0,4,3,2,2,2,1,4,4,2,4,5,3,0,3,2,9.811140939597317
2,1,4,1,2,1,4,4,3,1,1,1,5,0,0,5,1,2,0,8.16909090909091
1,1,1,2,0,0,0,0,4,4,1,3,1,0,0,4,5,3,2,75.74634615384616
0,3,0,4,1,1,0,3,4,3,0,2,1,2,2,0,0,0,3,6.877452229299362
3,3,3,0,4,0,0,3,4,0,1,1,0,4,0,0,3,0,1,5.338695652173913
4,3,1,4,1,1,1,1,4,4,1,4,2,3,0,1,5,3,2,11.034971098265904
0,3,3,3,2,3,0,1,2,3,4,0,5,1,5,1,5,0,2,9.285496183206106
1,3,3,3,2,5,2,4,4,1,2,0,3,1,2,3,5,0,1,7.288068965517241
3,1,1,3,1,1,1,3,3,0,0,2,3,0,0,4,3,3,3,74.78376146788992
5,3,2,0,0,0,5,3,3,1,1,2,3,1,5,1,5,3,3,9.537285067873302
0,4,1,0,0,5,4,3,0,1,3,3,5,3,0,2,3,2,1,24.029944444444446
1,5,2,1,1,0,1,3,0,3,2,0,3,1,2,5,0,1,4,8.938058252427181
1,3,0,0,1,0,3,0,0,0,1,3,0,3,0,2,3,2,2,24.029944444444446
0,4,1,4,2,0,1,3,1,2,0,2,1,4,0,3,3,1,4,8.768073394495408
4,3,1,2,3,0,0,1,2,3,3,1,3,1,0,1,0,2,0,11.034971098265904
1,3,0,2,2,1,0,2,1,3,0,2,5,4,0,4,5,0,4,73.78021739130435
3,3,4,3,0,5,0,4,0,3,4,0,5,3,0,2,5,2,2,26.050513833992078
0,1,0,4,3,5,3,4,3,2,4,2,3,0,2,5,0,2,4,8.16909090909091
0,1,4,4,1,5,1,3,2,1,2,2,1,2,5,2,0,3,3,24.92750000000001
5,2,2,3,4,5,4,1,0,1,0,3,1,3,2,5,1,0,3,8.16909090909091
2,3,1,1,2,3,4,1,3,1,3,0,0,3,2,5,0,0,3,8.16909090909091
2,2,2,0,0,3,1,0,0,3,0,3,0,2,0,4,0,4,0,75.74634615384616
2,4,3,0,0,1,1,2,2,3,4,1,3,3,0,0,5,4,3,8.849047619047626
3,4,4,0,3,5,1,4,3,2,2,1,0,2,0,5,0,0,2,8.16909090909091
3,2,2,0,2,3,2,4,1,2,3,3,3,0,0,0,5,2,3,6.5166134185303495
0,3,3,4,1,5,0,2,2,0,3,4,0,1,0,2,5,3,1,24.029944444444446
2,4,4,4,2,1,0,4,0,3,2,2,0,0,0,3,1,2,3,10.164502617801048
2,3,4,3,0,0,3,4,1,4,2,0,5,0,0,5,3,2,4,9.81144578313253
0,0,3,3,1,1,4,1,3,4,3,3,2,2,2,4,0,1,0,75.35153005464484
4,4,4,2,1,3,1,2,3,0,4,5,3,2,0,2,3,0,2,22.637553191489346
2,1,1,1,4,3,2,1,0,4,1,0,3,1,0,4,1,4,3,77.22950000000002
0,2,2,4,0,3,1,0,4,4,0,0,3,4,2,5,5,3,2,9.81144578313253
0,1,2,1,3,1,3,2,1,3,0,2,5,1,5,1,1,1,4,10.23457831325301
0,1,4,3,2,1,2,3,4,1,4,0,0,0,5,1,1,3,4,9.537285067873302
4,2,3,1,0,1,4,3,2,4,0,1,3,0,0,0,3,1,2,8.171690821256044
4,0,4,4,4,5,4,4,3,1,3,1,3,1,5,5,3,0,2,8.16909090909091
3,0,3,3,3,3,2,3,0,2,1,2,0,3,2,0,5,3,3,9.72762886597938
3,1,4,3,1,1,4,0,4,2,2,1,1,3,0,2,0,2,0,24.509677419354837
3,2,3,0,2,1,0,1,0,4,0,1,3,3,0,5,3,0,3,8.938058252427181
3,3,3,2,4,5,2,0,4,1,2,4,3,0,2,0,1,1,1,6.5166134185303495
4,4,2,2,4,3,2,3,1,1,4,3,2,0,0,3,0,1,4,8.382038834951457
1,5,0,1,3,0,2,4,0,2,1,3,3,3,2,2,3,1,2,24.92750000000001
2,3,3,4,3,0,1,1,3,4,1,2,5,2,0,4,3,2,4,75.35153005464484
1,1,4,4,1,3,3,3,4,1,1,0,1,2,5,1,5,2,1,9.537285067873302
4,4,1,2,4,5,2,2,1,1,0,2,1,3,5,1,5,3,2,10.871235955056179
1,0,0,1,1,3,0,1,0,3,0,1,0,3,0,3,0,3,1,10.164502617801048
1,3,3,4,0,0,4,4,4,1,3,1,3,3,2,4,0,2,3,72.96228571428571
3,0,1,0,4,1,4,1,2,3,1,4,1,0,5,1,3,3,2,12.080891089108912
4,1,2,0,0,3,1,3,0,4,2,4,5,1,0,3,0,4,0,10.942600732600736
1,5,4,0,2,0,1,3,4,1,1,1,2,2,0,1,0,1,0,8.675300546448087
4,2,4,0,2,1,3,3,3,2,3,2,2,4,5,2,3,3,3,26.050513833992078
4,5,1,2,4,3,0,4,2,2,3,4,2,0,5,1,0,2,0,12.080891089108912
3,3,4,1,1,5,2,2,2,2,3,3,1,4,0,5,5,2,2,8.94265306122449
2,2,4,3,2,0,3,3,3,4,3,4,5,3,2,3,1,4,1,10.942600732600736
1,0,2,3,0,1,2,3,1,4,2,2,2,0,0,2,3,2,4,24.509677419354837
2,1,1,2,1,1,4,0,3,4,0,2,1,2,2,2,1,0,1,24.509677419354837
2,3,3,1,4,5,3,1,0,0,2,3,5,2,5,4,5,4,0,75.71182608695652
3,1,1,4,2,0,4,3,0,0,1,1,0,0,5,4,1,4,2,75.71182608695652
3,3,2,3,1,1,4,0,1,0,1,3,1,2,5,1,5,0,3,7.823953488372093
1,1,1,1,1,5,0,3,4,2,0,2,1,3,2,5,1,0,3,8.16909090909091
4,0,4,2,1,0,3,0,4,0,0,3,2,2,0,3,1,1,3,8.382038834951457
